jd	date	yr	season	rtu	eqnx	sun_lon	sun_naks	moon_lon	moon_naks	moon_phase	moon_sun_diff	sun_न	moon_न	kv_pair	moon_lon_adj	sun_lon_adj	jd_diff	moon_lon_adj_packed	yr_grp	kv_adj
897340.72	-2256-09-25	-2256	4	R4-śarat	True	182.17	N17-Anu/δ Sco	1.66	N03-Kri/* 27 Tau	1	-180	N17-Anu	N03-Kri	False	1.66	182.17	176.67	1.66	0	
897517.39	-2255-03-20	-2255	1	R1-vasanta	True	358.39	N02-Bha/* 39 Ari	178.42	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	178.42	-1.61	915.24	43.42	0	
898432.63	-2253-09-22	-2253	4	R4-śarat	True	178.28	N17-Anu/δ Sco	357.57	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-2.43	178.28	178.10	-2.43	0	
898610.73	-2252-03-18	-2252	1	R1-vasanta	False	356.11	N02-Bha/* 39 Ari	176.12	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	176.12	-3.89	738.20	41.12	0	
899348.93	-2250-03-26	-2250	1	R1-vasanta	False	3.47	N03-Kri/* 27 Tau	184.08	N17-Anu/π Sco	1	180	N03-Kri	N17-Anu	False	184.08	3.47	915.30	49.08	0	
900264.23	-2248-09-26	-2248	4	R4-śarat	False	183.76	N17-Anu/δ Sco	3.75	N03-Kri/* 27 Tau	1	-180	N17-Anu	N03-Kri	False	3.75	183.76	176.64	3.75	0	
900440.87	-2247-03-22	-2247	1	R1-vasanta	True	359.86	N02-Bha/* 39 Ari	180.22	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	180.22	-0.14	915.56	45.22	0	
901356.43	-2245-09-23	-2245	4	R4-śarat	True	180.17	N17-Anu/δ Sco	359.74	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-0.26	180.17	177.64	-0.26	0	
901534.07	-2244-03-19	-2244	1	R1-vasanta	True	357.45	N02-Bha/* 39 Ari	177.29	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	177.29	-2.55	914.75	42.29	0	
902448.82	-2242-09-20	-2242	4	R4-śarat	False	176.78	N17-Anu/δ Sco	356.58	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-3.42	176.78	915.59	-3.42	0	
903364.41	-2239-03-23	-2239	1	R1-vasanta	True	1.40	N03-Kri/η Tau	181.11	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	181.11	1.40	915.85	46.11	0	
904280.26	-2237-09-25	-2237	4	R4-śarat	True	182.09	N17-Anu/δ Sco	2.07	N03-Kri/* 27 Tau	1	-180	N17-Anu	N03-Kri	False	2.07	182.09	177.13	2.07	0	
904457.39	-2236-03-20	-2236	1	R1-vasanta	True	358.77	N02-Bha/* 39 Ari	178.92	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	178.92	-1.23	914.88	43.92	0	
905372.27	-2234-09-21	-2234	4	R4-śarat	True	178.30	N17-Anu/δ Sco	358.29	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-1.71	178.30	178.14	-1.71	0	
905550.41	-2233-03-18	-2233	1	R1-vasanta	False	356.19	N02-Bha/* 39 Ari	175.96	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	175.96	-3.81	737.78	40.96	0	
906288.19	-2231-03-25	-2231	1	R1-vasanta	False	3.16	N03-Kri/* 27 Tau	183.28	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	183.28	3.16	915.80	48.28	0	
907203.99	-2229-09-27	-2229	4	R4-śarat	False	183.91	N17-Anu/δ Sco	4.29	N03-Kri/* 27 Tau	1	-179	N17-Anu	N03-Kri	False	4.29	183.91	176.71	4.29	0	
907380.70	-2228-03-22	-2228	1	R1-vasanta	True	0.09	N03-Kri/* 17 Tau	180.37	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	180.37	0.09	915.19	45.37	0	
908295.89	-2226-09-23	-2226	4	R4-śarat	True	180.02	N17-Anu/δ Sco	0.59	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	0.59	180.02	178.11	0.59	0	
908474.00	-2225-03-20	-2225	1	R1-vasanta	True	357.77	N02-Bha/* 39 Ari	177.86	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	177.86	-2.23	914.81	42.86	0	
909388.81	-2223-09-20	-2223	4	R4-śarat	True	177.15	N17-Anu/δ Sco	356.65	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-3.35	177.15	915.26	-3.35	0	
910304.07	-2220-03-23	-2220	1	R1-vasanta	True	1.46	N03-Kri/* 23 Tau	181.52	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	181.52	1.46	915.44	46.52	0	
911219.51	-2218-09-25	-2218	4	R4-śarat	True	181.72	N17-Anu/δ Sco	1.14	N03-Kri/* 17 Tau	1	-180	N17-Anu	N03-Kri	False	1.14	181.72	177.89	1.14	0	
911397.40	-2217-03-21	-2217	1	R1-vasanta	True	359.17	N02-Bha/* 39 Ari	179.25	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	179.25	-0.83	914.75	44.25	0	
912312.15	-2215-09-21	-2215	4	R4-śarat	True	178.58	N17-Anu/δ Sco	358.49	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-1.51	178.58	177.73	-1.51	0	
912489.88	-2214-03-18	-2214	1	R1-vasanta	False	356.07	N02-Bha/* 39 Ari	176.90	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	176.90	-3.93	737.67	41.90	0	
913227.55	-2212-03-25	-2212	1	R1-vasanta	True	2.94	N03-Kri/* 27 Tau	182.55	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	182.55	2.94	177.81	47.55	0	
913405.36	-2212-09-18	-2212	4	R4-śarat	False	176.02	N17-Anu/δ Sco	355.93	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-4.07	176.02	737.98	-4.07	0	
914143.34	-2210-09-26	-2210	4	R4-śarat	False	183.64	N17-Anu/δ Sco	3.43	N03-Kri/* 27 Tau	1	-180	N17-Anu	N03-Kri	False	3.43	183.64	177.40	3.43	0	
914320.74	-2209-03-23	-2209	1	R1-vasanta	True	0.51	N03-Kri/* 17 Tau	181.01	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	181.01	0.51	914.79	46.01	0	
915235.53	-2207-09-23	-2207	4	R4-śarat	True	180.04	N17-Anu/δ Sco	0.06	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	0.06	180.04	178.00	0.06	0	
915413.53	-2206-03-20	-2206	1	R1-vasanta	True	357.72	N02-Bha/* 39 Ari	177.20	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	177.20	-2.28	915.29	42.20	0	
916328.82	-2204-09-20	-2204	4	R4-śarat	True	177.56	N17-Anu/δ Sco	357.42	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-2.58	177.56	915.15	-2.58	0	
917243.97	-2201-03-24	-2201	1	R1-vasanta	True	1.75	N03-Kri/η Tau	181.50	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	181.50	1.75	915.08	46.50	0	
918159.05	-2199-09-25	-2199	4	R4-śarat	True	181.64	N17-Anu/δ Sco	1.87	N03-Kri/η Tau	1	-179	N17-Anu	N03-Kri	False	1.87	181.64	178.16	1.87	0	
918337.21	-2198-03-22	-2198	1	R1-vasanta	True	359.39	N02-Bha/* 39 Ari	179.42	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	179.42	-0.61	914.96	44.42	0	
919252.17	-2196-09-22	-2196	4	R4-śarat	True	179.00	N17-Anu/δ Sco	358.91	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-1.09	179.00	915.15	-1.09	0	
920167.32	-2193-03-26	-2193	1	R1-vasanta	False	3.11	N03-Kri/* 27 Tau	183.12	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	183.12	3.11	915.29	48.12	0	
921082.61	-2191-09-27	-2191	4	R4-śarat	False	183.30	N17-Anu/δ Sco	2.58	N03-Kri/* 27 Tau	1	-180	N17-Anu	N03-Kri	False	2.58	183.30	178.07	2.58	0	
921260.68	-2190-03-24	-2190	1	R1-vasanta	True	0.85	N03-Kri/* 17 Tau	180.84	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	180.84	0.85	914.82	45.84	0	
922175.50	-2188-09-24	-2188	4	R4-śarat	True	180.41	N17-Anu/δ Sco	0.69	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	0.69	180.41	177.46	0.69	0	
922352.96	-2187-03-20	-2187	1	R1-vasanta	True	357.55	N02-Bha/* 39 Ari	178.22	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	178.22	-2.45	915.58	43.22	0	
923268.54	-2185-09-22	-2185	4	R4-śarat	True	177.67	N17-Anu/δ Sco	357.29	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-2.71	177.67	915.46	-2.71	0	
924184.00	-2182-03-25	-2182	1	R1-vasanta	True	2.18	N03-Kri/η Tau	181.97	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	181.97	2.18	914.81	46.97	0	
925098.81	-2180-09-25	-2180	4	R4-śarat	True	181.79	N17-Anu/δ Sco	1.63	N03-Kri/* 17 Tau	1	-180	N17-Anu	N03-Kri	False	1.63	181.79	177.81	1.63	0	
925276.62	-2179-03-22	-2179	1	R1-vasanta	True	359.21	N02-Bha/* 39 Ari	178.42	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	178.42	-0.79	915.49	43.42	0	
926192.11	-2177-09-23	-2177	4	R4-śarat	True	179.33	N17-Anu/δ Sco	359.35	N02-Bha/* 39 Ari	1	180	N17-Anu	N02-Bha	False	-0.65	179.33	915.20	-0.65	0	
927107.31	-2174-03-26	-2174	1	R1-vasanta	False	3.49	N03-Kri/* 27 Tau	183.54	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	183.54	3.49	914.93	48.54	0	
928022.24	-2172-09-26	-2172	4	R4-śarat	False	183.32	N17-Anu/δ Sco	3.31	N03-Kri/* 27 Tau	1	-180	N17-Anu	N03-Kri	False	3.31	183.32	178.14	3.31	0	
928200.38	-2171-03-23	-2171	1	R1-vasanta	True	0.95	N03-Kri/* 17 Tau	180.76	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	180.76	0.95	915.14	45.76	0	
929115.52	-2169-09-25	-2169	4	R4-śarat	True	180.82	N17-Anu/δ Sco	1.02	N03-Kri/* 17 Tau	1	180	N17-Anu	N03-Kri	False	1.02	180.82	176.75	1.02	0	
929292.27	-2168-03-19	-2168	1	R1-vasanta	True	357.29	N02-Bha/* 39 Ari	177.27	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	177.27	-2.71	915.77	42.27	0	
930208.04	-2166-09-21	-2166	4	R4-śarat	True	177.56	N17-Anu/δ Sco	358.04	N02-Bha/* 39 Ari	1	180	N17-Anu	N02-Bha	False	-1.96	177.56	915.90	-1.96	0	
931123.94	-2163-03-25	-2163	1	R1-vasanta	True	2.51	N03-Kri/η Tau	182.63	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	182.63	2.51	914.84	47.63	0	
932038.78	-2161-09-26	-2161	4	R4-śarat	True	182.17	N17-Anu/δ Sco	1.65	N03-Kri/* 17 Tau	1	-180	N17-Anu	N03-Kri	False	1.65	182.17	177.25	1.65	0	
932216.03	-2160-03-21	-2160	1	R1-vasanta	True	359.04	N02-Bha/* 39 Ari	179.51	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	179.51	-0.96	915.78	44.51	0	
933131.81	-2158-09-23	-2158	4	R4-śarat	True	179.42	N17-Anu/δ Sco	0.15	N03-Kri/* 17 Tau	1	180	N17-Anu	N03-Kri	False	0.15	179.42	176.83	0.15	0	
933308.64	-2157-03-19	-2157	1	R1-vasanta	False	356.05	N02-Bha/* 39 Ari	176.41	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	176.41	-3.95	738.69	41.41	0	
934047.33	-2155-03-26	-2155	1	R1-vasanta	False	3.89	N03-Kri/* 27 Tau	183.94	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	183.94	3.89	914.79	48.94	0	
934962.12	-2153-09-27	-2153	4	R4-śarat	False	183.59	N17-Anu/δ Sco	3.49	N03-Kri/* 27 Tau	1	-180	N17-Anu	N03-Kri	False	3.49	183.59	177.74	3.49	0	
935139.86	-2152-03-23	-2152	1	R1-vasanta	True	0.85	N03-Kri/* 17 Tau	181.73	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	181.73	0.85	915.49	46.73	0	
936055.35	-2150-09-24	-2150	4	R4-śarat	True	181.04	N17-Anu/δ Sco	0.97	N03-Kri/* 17 Tau	1	179	N17-Anu	N03-Kri	False	0.97	181.04	176.62	0.97	0	
936231.97	-2149-03-20	-2149	1	R1-vasanta	True	357.39	N02-Bha/* 39 Ari	177.37	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	177.37	-2.61	915.32	42.37	0	
937147.29	-2147-09-20	-2147	4	R4-śarat	True	177.19	N17-Anu/δ Sco	357.10	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-2.90	177.19	916.20	-2.90	0	
938063.49	-2144-03-24	-2144	1	R1-vasanta	True	2.47	N03-Kri/* 23 Tau	182.01	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	182.01	2.47	915.31	47.01	0	
938978.80	-2142-09-26	-2142	4	R4-śarat	True	182.58	N17-Anu/δ Sco	2.41	N03-Kri/* 23 Tau	1	-180	N17-Anu	N03-Kri	False	2.41	182.58	176.64	2.41	0	
939155.44	-2141-03-21	-2141	1	R1-vasanta	True	358.86	N02-Bha/* 39 Ari	178.69	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	178.69	-1.14	915.68	43.69	0	
940071.12	-2139-09-22	-2139	4	R4-śarat	True	179.11	N17-Anu/δ Sco	359.42	N02-Bha/* 39 Ari	1	180	N17-Anu	N02-Bha	False	-0.58	179.11	177.55	-0.58	0	
940248.67	-2138-03-19	-2138	1	R1-vasanta	False	356.47	N02-Bha/* 39 Ari	176.87	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	176.87	-3.53	1830.45	41.87	0	
942079.12	-2133-03-23	-2133	1	R1-vasanta	True	0.53	N03-Kri/* 17 Tau	180.77	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	180.77	0.53	915.82	45.77	0	
942994.94	-2131-09-24	-2131	4	R4-śarat	True	181.02	N17-Anu/δ Sco	1.64	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	1.64	181.02	176.97	1.64	0	
943171.91	-2130-03-20	-2130	1	R1-vasanta	True	357.72	N02-Bha/* 39 Ari	177.34	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	177.34	-2.28	914.96	42.34	0	
944086.87	-2128-09-20	-2128	4	R4-śarat	True	177.16	N17-Anu/δ Sco	357.47	N02-Bha/* 39 Ari	1	180	N17-Anu	N02-Bha	False	-2.53	177.16	916.06	-2.53	0	
945002.93	-2125-03-25	-2125	1	R1-vasanta	True	2.32	N03-Kri/* 17 Tau	183.08	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	183.08	2.32	915.61	48.08	0	
945918.54	-2123-09-26	-2123	4	R4-śarat	True	182.71	N17-Anu/δ Sco	2.35	N03-Kri/* 17 Tau	1	-180	N17-Anu	N03-Kri	False	2.35	182.71	176.72	2.35	0	
946095.26	-2122-03-21	-2122	1	R1-vasanta	True	359.08	N02-Bha/* 39 Ari	179.09	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	179.09	-0.92	915.15	44.09	0	
947010.41	-2120-09-21	-2120	4	R4-śarat	True	178.79	N17-Anu/δ Sco	358.51	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-1.49	178.79	178.15	-1.49	0	
947188.56	-2119-03-19	-2119	1	R1-vasanta	False	356.76	N02-Bha/* 39 Ari	176.66	N16-Vis/α2 Lib	1	-180	N02-Bha	N16-Vis	False	176.66	-3.24	738.02	41.66	0	
947926.58	-2117-03-27	-2117	1	R1-vasanta	False	3.96	N03-Kri/* 27 Tau	183.25	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	183.25	3.96	176.84	48.25	0	
948103.42	-2117-09-19	-2117	4	R4-śarat	False	176.02	N16-Vis/α2 Lib	356.19	N02-Bha/* 39 Ari	1	180	N16-Vis	N02-Bha	False	-3.81	176.02	915.24	-3.81	0	
949018.66	-2114-03-23	-2114	1	R1-vasanta	True	0.48	N03-Kri/* 17 Tau	180.31	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	180.31	0.48	915.54	45.31	0	
949934.20	-2112-09-23	-2112	4	R4-śarat	True	180.66	N17-Anu/δ Sco	0.79	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	0.79	180.66	177.74	0.79	0	
950111.94	-2111-03-20	-2111	1	R1-vasanta	True	358.15	N02-Bha/* 39 Ari	177.92	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	177.92	-1.85	914.79	42.92	0	
951026.73	-2109-09-21	-2109	4	R4-śarat	True	177.41	N17-Anu/δ Sco	357.76	N02-Bha/* 39 Ari	1	180	N17-Anu	N02-Bha	False	-2.24	177.41	915.51	-2.24	0	
951942.24	-2106-03-24	-2106	1	R1-vasanta	True	2.05	N03-Kri/* 17 Tau	182.06	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	182.06	2.05	915.80	47.06	0	
952858.04	-2104-09-25	-2104	4	R4-śarat	True	182.60	N17-Anu/δ Sco	3.07	N03-Kri/* 23 Tau	1	-179	N17-Anu	N03-Kri	False	3.07	182.60	177.23	3.07	0	
953035.27	-2103-03-21	-2103	1	R1-vasanta	True	359.48	N02-Bha/* 39 Ari	179.50	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	179.50	-0.52	914.82	44.50	0	
953950.09	-2101-09-22	-2101	4	R4-śarat	True	178.86	N17-Anu/δ Sco	358.89	N02-Bha/* 39 Ari	1	-179	N17-Anu	N02-Bha	False	-1.11	178.86	178.11	-1.11	0	
954128.20	-2100-03-19	-2100	1	R1-vasanta	False	356.81	N02-Bha/* 39 Ari	176.88	N16-Vis/α2 Lib	1	-179	N02-Bha	N16-Vis	False	176.88	-3.19	737.79	41.88	0	
954865.99	-2098-03-27	-2098	1	R1-vasanta	False	3.79	N03-Kri/* 27 Tau	184.37	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	184.37	3.79	177.42	49.37	0	
955043.41	-2098-09-20	-2098	4	R4-śarat	False	176.41	N16-Vis/α2 Lib	356.45	N02-Bha/* 39 Ari	1	180	N16-Vis	N02-Bha	False	-3.55	176.41	915.18	-3.55	0	
955958.59	-2095-03-24	-2095	1	R1-vasanta	True	0.80	N03-Kri/* 17 Tau	181.12	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	181.12	0.80	914.99	46.12	0	
956873.58	-2093-09-25	-2093	4	R4-śarat	True	180.43	N17-Anu/δ Sco	0.04	N03-Kri/* 17 Tau	1	-180	N17-Anu	N03-Kri	False	0.04	180.43	178.19	0.04	0	
957051.77	-2092-03-21	-2092	1	R1-vasanta	True	358.37	N02-Bha/* 39 Ari	177.94	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	177.94	-1.63	915.00	42.94	0	
957966.77	-2090-09-22	-2090	4	R4-śarat	True	177.84	N17-Anu/δ Sco	358.34	N02-Bha/* 39 Ari	1	180	N17-Anu	N02-Bha	False	-1.66	177.84	915.16	-1.66	0	
958881.93	-2087-03-25	-2087	1	R1-vasanta	True	2.15	N03-Kri/* 17 Tau	182.15	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	182.15	2.15	915.36	47.15	0	
959797.29	-2085-09-26	-2085	4	R4-śarat	True	182.23	N17-Anu/δ Sco	2.15	N03-Kri/* 17 Tau	1	-180	N17-Anu	N03-Kri	False	2.15	182.23	177.97	2.15	0	
959975.26	-2084-03-22	-2084	1	R1-vasanta	True	359.86	N02-Bha/* 39 Ari	179.86	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	179.86	-0.14	914.75	44.86	0	
960890.01	-2082-09-23	-2082	4	R4-śarat	True	179.17	N17-Anu/δ Sco	358.94	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-1.06	179.17	177.47	-1.06	0	
961067.48	-2081-03-19	-2081	1	R1-vasanta	False	356.51	N02-Bha/* 39 Ari	175.98	N16-Vis/α2 Lib	1	-180	N02-Bha	N16-Vis	False	175.98	-3.49	737.91	40.98	0	
961805.39	-2079-03-26	-2079	1	R1-vasanta	False	3.61	N03-Kri/η Tau	183.45	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	183.45	3.61	177.81	48.45	0	
961983.20	-2079-09-20	-2079	4	R4-śarat	False	176.59	N16-Vis/α2 Lib	356.64	N02-Bha/* 39 Ari	1	180	N16-Vis	N02-Bha	False	-3.36	176.59	915.42	-3.36	0	
962898.62	-2076-03-24	-2076	1	R1-vasanta	True	1.23	N03-Kri/* 17 Tau	181.60	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	181.60	1.23	914.75	46.60	0	
963813.37	-2074-09-24	-2074	4	R4-śarat	True	180.61	N17-Anu/δ Sco	0.65	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	0.65	180.61	177.94	0.65	0	
963991.31	-2073-03-21	-2073	1	R1-vasanta	True	358.32	N02-Bha/* 39 Ari	178.20	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	178.20	-1.68	915.37	43.20	0	
964906.68	-2071-09-22	-2071	4	R4-śarat	True	178.15	N17-Anu/δ Sco	358.08	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-1.92	178.15	915.18	-1.92	0	
965821.86	-2068-03-25	-2068	1	R1-vasanta	True	2.47	N03-Kri/* 17 Tau	182.06	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	182.06	2.47	914.99	47.06	0	
966736.85	-2066-09-26	-2066	4	R4-śarat	True	182.17	N17-Anu/δ Sco	2.49	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	2.49	182.17	178.18	2.49	0	
966915.03	-2065-03-23	-2065	1	R1-vasanta	True	0.03	N03-Kri/* 17 Tau	180.30	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	180.30	0.03	915.01	45.30	0	
967830.04	-2063-09-23	-2063	4	R4-śarat	True	179.59	N17-Anu/δ Sco	359.43	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-0.57	179.59	176.90	-0.57	0	
968006.94	-2062-03-19	-2062	1	R1-vasanta	False	356.38	N02-Bha/* 39 Ari	176.91	N16-Vis/α2 Lib	1	-179	N02-Bha	N16-Vis	False	176.91	-3.62	738.26	41.91	0	
968745.20	-2060-03-26	-2060	1	R1-vasanta	False	3.82	N03-Kri/η Tau	183.79	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	183.79	3.82	177.38	48.79	0	
968922.58	-2060-09-20	-2060	4	R4-śarat	False	176.36	N16-Vis/α2 Lib	355.60	N02-Bha/* 39 Ari	1	179	N16-Vis	N02-Bha	False	-4.40	176.36	737.83	-4.40	0	
969660.41	-2058-09-27	-2058	4	R4-śarat	False	183.82	N17-Anu/δ Sco	3.55	N03-Kri/* 20 Tau	1	-180	N17-Anu	N03-Kri	False	3.55	183.82	178.12	3.55	0	
969838.53	-2057-03-25	-2057	1	R1-vasanta	True	1.52	N03-Kri/* 17 Tau	181.46	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	181.46	1.52	914.84	46.46	0	
970753.37	-2055-09-24	-2055	4	R4-śarat	True	181.00	N17-Anu/δ Sco	1.13	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	1.13	181.00	177.19	1.13	0	
970930.56	-2054-03-21	-2054	1	R1-vasanta	True	357.99	N02-Bha/* 39 Ari	177.33	N16-Vis/α2 Lib	1	-180	N02-Bha	N16-Vis	False	177.33	-2.01	915.79	42.33	0	
971846.35	-2052-09-21	-2052	4	R4-śarat	True	178.21	N17-Anu/δ Sco	358.04	N02-Bha/* 39 Ari	1	179	N17-Anu	N02-Bha	False	-1.96	178.21	915.55	-1.96	0	
972761.90	-2049-03-26	-2049	1	R1-vasanta	True	2.90	N03-Kri/* 17 Tau	182.63	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	182.63	2.90	914.80	47.63	0	
973676.70	-2047-09-26	-2047	4	R4-śarat	True	182.42	N17-Anu/δ Sco	2.76	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	2.76	182.42	177.69	2.76	0	
973854.39	-2046-03-22	-2046	1	R1-vasanta	True	359.81	N02-Bha/* 39 Ari	179.50	N17-Anu/δ Sco	1	-180	N02-Bha	N17-Anu	False	179.50	-0.19	915.56	44.50	0	
974769.95	-2044-09-23	-2044	4	R4-śarat	True	179.89	N17-Anu/δ Sco	0.06	N03-Kri/* 17 Tau	1	180	N17-Anu	N03-Kri	False	0.06	179.89	176.60	0.06	0	
974946.55	-2043-03-19	-2043	1	R1-vasanta	False	356.40	N02-Bha/* 39 Ari	176.37	N16-Vis/α2 Lib	1	-180	N02-Bha	N16-Vis	False	176.37	-3.60	915.45	41.37	0	
975862.00	-2041-09-20	-2041	4	R4-śarat	False	176.16	N16-Vis/α2 Lib	356.70	N02-Bha/* 39 Ari	1	180	N16-Vis	N02-Bha	False	-3.30	176.16	738.07	-3.30	0	
976600.07	-2039-09-27	-2039	4	R4-śarat	False	183.88	N17-Anu/δ Sco	3.91	N03-Kri/* 23 Tau	1	-179	N17-Anu	N03-Kri	False	3.91	183.88	178.11	3.91	0	
976778.18	-2038-03-24	-2038	1	R1-vasanta	True	1.58	N03-Kri/* 17 Tau	181.70	N17-Anu/δ Sco	1	180	N03-Kri	N17-Anu	False	181.70	1.58	915.18	46.70	0	
977693.36	-2036-09-24	-2036	4	R4-śarat	True	181.39	N17-Anu/δ Sco	1.44	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	1.44	181.39	176.71	1.44	0	
977870.07	-2035-03-20	-2035	1	R1-vasanta	True	357.92	N02-Bha/* 39 Ari	178.14	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	178.14	-2.08	915.76	43.14	0	
978785.83	-2033-09-22	-2033	4	R4-śarat	True	178.08	N17-Anu/δ Sco	359.08	N02-Bha/* 39 Ari	1	180	N17-Anu	N02-Bha	False	-0.92	178.08	915.91	-0.92	0	
979701.74	-2030-03-26	-2030	1	R1-vasanta	False	3.14	N03-Kri/* 17 Tau	182.75	N17-Anu/δ Sco	1	179	N03-Kri	N17-Anu	False	182.75	3.14	914.99	47.75	0	
980616.73	-2028-09-26	-2028	4	R4-śarat	True	182.84	N17-Anu/δ Sco	3.37	N03-Kri/* 17 Tau	1	-179	N17-Anu	N03-Kri	False	3.37	182.84	177.07	3.37	0	
980793.80	-2027-03-22	-2027	1	R1-vasanta	True	359.63	N02-Bha/* 39 Ari	180.52	N17-Anu/δ Sco	1	-179	N02-Bha	N17-Anu	False	180.52	-0.37	915.67	45.52	0	
